Id,First Name,Last Name,Stars,Position,Archetype,Overall,Height,Weight,School,Hometown,State,Carrying,Agility,Catching,Zone Coverage,Man Coverage,Football IQ,Kick Accuracy,Kick Power,Pass Block,Pass Rush,Punt Accuracy,Punt Power,Route Running,Run Block,Run Defense,Speed,Strength,Tackle,Throw Power,Throw Accuracy,Injury,Stamina,Discipline,Academic,Free Agency,Personality,Recruiting,Work Ethic,Progression,Potential,Year,Team,Redshirt,JerseyNum
1694,Greg,Cotton,3,ILB,Run Stopper,36,75,239,Cypress Falls,Houston,TX,12,28,12,32,30,25,4,7,11,23,10,5,6,0,46,44,50,42,15,16,58,55,53,Average,Average,Perfectionist,Average,Average,27,C,4,2,FALSE,
2938,Cameron,Kendricks,2,FB,Blocking,34,73,237,Cyprus,Magna,UT,14,25,17,8,8,23,7,11,45,10,6,7,11,44,5,36,44,10,13,14,23,46,20,Average,Average,Average,Prefers to play for an up-and-coming team,Footwork king,54,B-,4,2,FALSE,
3198,Ben,Cliett,2,SS,Run Stopper,34,70,209,Knightdale,Knightdale,NC,8,33,16,31,33,22,4,3,2,9,10,10,8,5,37,52,28,37,8,8,76,41,74,Average,Average,Average,Prefers to play in a different state,Average,58,B-,4,2,FALSE,
3540,Colby,Barnes,2,C,Pass Blocking,34,74,280,Downingtown West,Downingtown,PA,13,16,6,12,14,25,5,8,44,10,1,9,5,27,4,20,50,16,6,10,25,58,50,Average,Average,Average,Average,Average,50,B-,4,2,FALSE,
3923,Angel,Clevenger,1,K,Balanced,23,71,179,Whitman,Bethesda,MD,4,16,8,11,8,15,25,24,2,10,12,7,5,12,0,8,6,4,9,2,70,43,52,Average,Adversarial,Average,Average,Hard-working,46,C+,4,2,FALSE,
2038,Josh,Paredes,2,WR,Route Runner,39,69,177,Copperas Cove,Copperas Cove,TX,27,42,37,17,14,27,8,8,7,4,12,8,38,13,4,63,18,3,5,6,37,42,17,Average,Average,Average,Is going to school mainly for academics,Average,62,B+,4,2,FALSE,
2172,Stephon,Cole,2,CB,Zone Coverage,32,70,181,Raines,Jacksonville,FL,10,34,15,44,30,21,3,9,10,10,8,1,8,4,8,46,8,17,13,13,67,34,32,Average,Average,Average,Fanboy,Average,23,C-,4,2,FALSE,
2249,Tye,De La Rosa,2,RB,Speed,31,71,201,Westlake,Westlake Village,CA,25,27,20,15,10,27,10,3,25,9,7,3,9,7,11,63,22,11,5,11,53,62,40,Values academics,Average,Average,Average,Lazy,46,C+,4,2,FALSE,
2292,Geno,Aviles,2,DE,Balanced,32,75,269,Hazen,Renton,WA,14,32,17,10,14,23,5,7,7,33,3,7,11,4,29,43,31,37,11,10,40,61,78,Studious,Average,Average,Average,Average,33,C,4,2,FALSE,
2929,Billy,Kelly,2,OT,Run Blocking,35,75,297,Morgan,Morgan,UT,15,18,8,16,13,20,10,5,24,14,11,4,11,45,7,19,53,13,7,8,69,60,37,Distracted,Average,Average,Prefers to play for an up-and-coming team,Average,47,B-,4,2,FALSE,
3049,Jeremy,Therezie,2,ILB,Coverage,30,74,221,Sandalwood,Jacksonville,FL,13,29,13,40,33,22,6,5,11,18,10,2,10,8,28,49,31,35,7,7,55,23,52,Average,Average,Average,Is going to school mainly for academics,Quiet,30,D+,4,2,FALSE,
3147,Blaine,Bembry,2,OLB,Coverage,36,73,226,Florence,Florence,MS,10,38,14,40,42,26,7,3,10,26,7,10,13,3,39,45,37,42,10,8,70,41,80,Skips classes often,Highest bidder,Average,Prefers to play in a different state,Average,56,B-,4,2,FALSE,
3202,Martin,Awuzie,2,QB,Scrambler,35,73,217,Penns Grove,Carneys Point,NJ,29,33,13,17,11,25,7,12,3,6,9,12,6,7,2,73,34,7,36,30,52,45,79,Average,Average,Disloyal,Prefers to play for an up-and-coming team,Average,51,B,4,2,FALSE,
5368,Tim,Butler,4,OLB,Speed,42,74,226,Manatee,Bradenton,FL,24,42,18,44,41,35,5,15,11,26,11,10,10,6,40,73,42,46,15,20,52,45,5,Average,Market-driven,Perfectionist,Average,Average,52,C+,3,2,FALSE,
5339,J'Mon,McCoy,4,WR,Route Runner,47,69,166,Byron Nelson,Trophy Club,TX,29,51,43,24,24,35,14,12,11,8,11,17,51,20,14,64,31,15,18,22,52,35,51,Average,Average,Average,Average,Average,62,B+,3,2,FALSE,
5532,Devontae,Harrison,3,RB,Speed,37,71,199,Cedar Cliff,Camp Hill,PA,22,36,25,18,15,28,2,7,24,9,9,4,7,12,1,69,28,14,16,16,63,57,61,Average,Average,Average,Average,Average,50,B,3,2,FALSE,
5335,Joe,Clemens,4,TE,Receiving,42,75,235,Layton,Layton,UT,32,40,42,20,18,34,12,9,45,25,17,7,36,44,23,54,55,25,19,23,64,45,32,Average,Average,Average,Average,Average,63,B+,3,2,FALSE,
5818,Jesse,Wieland,3,ILB,Run Stopper,39,74,239,Lake Ridge,Mansfield,TX,12,33,15,34,32,31,6,5,1,22,4,12,7,9,49,51,54,42,18,19,55,63,49,Average,Average,Average,Average,Center of Attention,63,B,3,2,FALSE,
5907,Vontae,Rodgers,3,OT,Pass Blocking,41,75,302,Diamond Ranch,Pomona,CA,19,23,16,15,21,30,8,6,48,11,3,12,6,32,12,25,59,13,17,14,49,30,56,Average,Average,Average,Average,Average,82,A,3,2,FALSE,
5965,Carlos,Enns,3,DE,Speed Rusher,34,78,242,Statesboro,Statesboro,GA,13,40,19,18,13,28,4,8,9,38,9,2,4,4,29,47,36,32,17,16,62,52,29,Average,Average,Average,Average,Average,27,C-,3,2,FALSE,
5996,AJ,Stewart,3,P,Accuracy,30,73,187,Astronaut,Titusville,FL,11,15,14,17,15,28,14,12,1,6,40,22,11,4,5,14,12,10,11,17,76,49,62,Average,Average,Relaxed,Average,Average,55,C+,3,2,FALSE,
6382,Kendrick,Hull,3,CB,Ball Hawk,40,70,183,Wilson,Tacoma,WA,15,43,37,40,42,29,3,2,5,9,8,8,11,5,12,55,22,20,15,15,25,73,82,Average,Average,Average,Average,Average,55,C+,3,2,FALSE,
6523,Alec,Ellenson,3,DT,Pass Rusher,35,74,275,Jeff Davis,Hazlehurst,GA,20,37,18,15,12,29,10,11,6,40,9,5,11,7,34,38,36,39,13,16,66,40,12,Average,Average,Average,Average,Average,52,B-,3,2,FALSE,
6604,Cody,Trent Jr.,3,OG,Run Blocking,40,75,293,Cocalico,Denver,PA,17,20,15,12,17,29,10,4,33,14,5,0,2,47,11,20,55,12,18,15,54,73,38,Average,Average,Average,Average,Average,43,C+,3,2,FALSE,
6611,Alberto,Faried,3,QB,Balanced,36,74,205,Shabazz,Newark,NJ,19,27,20,15,21,29,2,9,5,7,11,1,5,3,10,46,28,18,41,42,63,65,36,Average,Money motivated,Average,Average,Average,53,C+,3,2,FALSE,
7581,Trevor,Scott,2,FS,Zone Coverage,34,71,196,Oakdale,Oakdale,CA,7,41,16,47,27,27,4,0,5,7,7,2,4,10,17,49,16,24,7,13,59,37,45,Average,Average,Average,Average,Average,51,B,3,2,FALSE,
8334,Jeremy,Gott,2,C,Line Captain,34,77,288,Mergenthaler Vo-Tech,Baltimore,MD,16,22,13,17,16,44,6,5,29,9,7,4,6,26,5,23,51,9,12,6,34,27,27,Average,Hates Tags,Average,Average,Average,77,A+,3,2,FALSE,
8777,James,Keuchel,1,SS,Ball Hawk,27,70,196,Sayreville,Parlin,NJ,7,25,30,30,31,14,6,9,4,3,10,10,8,8,23,44,19,16,8,6,60,39,48,Average,Average,Average,Average,Skips Leg Day,76,A-,3,2,FALSE,
9021,Robert,Wainwright,1,FB,Blocking,27,72,239,Coeur d'Alene,Coeur d'Alene,ID,11,9,11,9,3,18,3,6,35,1,5,5,4,40,4,29,36,3,1,4,64,70,57,Average,Average,Average,Average,Average,44,C+,3,2,FALSE,
7045,Darius,Barreto,2,DE,Run Stopper,32,76,300,Madison,Vienna,VA,12,27,7,13,13,26,3,4,7,27,8,8,12,9,35,37,40,40,9,13,58,42,36,Average,Average,Average,Prefers to play with former teammates,Average,56,B-,3,2,FALSE,
7170,Severino,Ntilikina,2,DT,Pass Rusher,28,74,288,Wadsworth,Wadsworth,OH,11,32,15,6,10,19,9,1,4,27,4,6,4,2,28,31,27,38,13,13,41,33,35,Teacher's Pet,Hates Tags,Average,Average,Average,31,C-,3,2,FALSE,
7240,Dorian,Finney-Smith,2,OLB,Pass Rush,30,76,242,Madison,San Diego,CA,9,35,11,22,20,22,3,0,4,39,6,8,8,6,24,44,22,38,14,12,66,51,65,Average,Average,Perfectionist,Average,Persistant,42,C+,3,2,FALSE,
7279,Tedric,Cannon,2,WR,Possesion,33,74,190,Hale County,Moundville,AL,17,33,39,12,7,18,7,8,2,6,6,2,31,13,1,50,18,6,11,8,53,63,57,Sits at the back in class,Average,Average,Average,Average,43,B-,3,2,FALSE,
7679,Skye,Marte,2,OT,Run Blocking,28,75,300,Saugus,Saugus,CA,7,15,15,6,6,18,3,4,20,10,5,5,11,35,6,21,44,9,9,12,32,61,36,Average,Hometown hero,Average,Is going to school mainly for academics,Average,31,C,3,2,FALSE,
7952,Nick,Scott,2,CB,Zone Coverage,33,70,190,Good Hope,Cullman,AL,14,35,15,43,31,24,8,5,2,4,2,3,13,8,10,45,16,15,14,6,62,74,49,Never Studies,Average,Average,Average,Average,50,B-,3,2,FALSE,
8073,Pharaoh,Coleman,2,RB,Speed,28,70,199,Port Arthur Memorial,Port Arthur,TX,19,23,17,5,15,21,11,5,21,3,3,6,4,6,9,64,17,14,9,8,59,33,68,Average,Average,Average,Average,Average,43,C,3,2,FALSE,
8147,Travis,Vedvik,2,TE,Vertical Threat,33,76,228,Fernley,Fernley,NV,17,33,35,11,10,20,10,7,31,20,2,3,22,36,16,59,40,7,13,6,58,59,53,Less likely to get academic probation,Average,Extroverted,Average,Average,64,B,3,2,FALSE,
10247,Skai,Esch,4,C,Run Blocking,41,75,302,Mill Valley,Shawnee,KS,20,28,21,23,21,30,13,8,33,22,15,13,11,53,11,25,54,24,22,20,58,42,47,Average,Average,Average,Average,Average,54,B,2,2,FALSE,
11295,Joshua,Tocho,3,RB,Power,32,73,210,Green Hope,Cary,NC,37,30,18,16,17,28,6,3,30,3,8,3,4,8,5,58,28,11,10,15,25,69,68,Average,Average,Average,Prefers to play for an up-and-coming team,Average,52,B-,2,2,FALSE,
10624,Kenley,Jones,3,WR,Speed,37,72,179,Northview,Brazil,IN,27,32,33,11,20,27,2,6,8,6,5,9,33,17,5,68,15,9,18,11,38,67,48,Average,Average,Vindictive,Average,Average,48,B-,2,2,FALSE,
10344,Maurice,Vereen,4,DE,Speed Rusher,38,76,246,Plano,Plano,TX,22,43,22,20,21,30,7,6,6,43,9,14,9,9,32,54,40,36,20,20,71,69,71,Average,Average,Average,Average,Average,61,B-,2,2,FALSE,
10823,Max,Pruitt,3,FB,Balanced,38,71,223,Skyline,Dallas,TX,26,29,24,11,20,26,3,5,46,16,7,10,11,47,18,43,45,19,13,13,52,35,45,Average,Hometown hero,Average,Average,Average,62,B+,2,2,FALSE,
10906,D.J.,Gabriel,3,OLB,Run Stopper,35,74,254,Concord,Concord,NC,18,29,18,34,29,27,4,6,5,21,5,5,4,1,49,38,45,39,16,15,48,42,42,Average,Loyal,Popular,Prefers to play for a recent national championship winner,Average,76,A,2,2,FALSE,
10962,Branden,Lugo,3,QB,Scrambler,36,72,217,North Royalton,North Royalton,OH,34,35,17,12,17,28,2,9,3,10,7,11,8,7,8,69,28,20,35,35,60,54,69,Average,Average,Average,Average,Average,64,B+,2,2,FALSE,
10987,Michael,Smythe,3,CB,Man Coverage,36,71,186,Spanish Fort,Spanish Fort,AL,15,41,16,30,49,22,7,9,5,2,1,7,15,8,9,53,10,14,14,17,45,51,33,Sits at the back in class,Championship seeking,Average,Average,Average,27,C,2,2,FALSE,
11360,Nigel,Flowers,3,OT,Pass Blocking,34,75,293,Hialeah,Hialeah,FL,15,18,16,13,12,22,4,10,41,15,0,3,3,30,7,21,47,13,14,10,54,66,49,Average,Money motivated,Uncooperative,Prefers to play with former teammates,Average,38,C+,2,2,FALSE,
11592,Guilder,Melancon,3,SS,Run Stopper,32,74,207,Cooper,The Woodlands,TX,13,33,9,29,29,22,7,8,4,6,10,9,4,1,38,49,24,38,12,19,46,45,38,Average,Average,Average,Multi-Sport,Persistant,43,C+,2,2,FALSE,
11659,Cap,Akoon-Purcell,3,OG,Run Blocking,37,75,302,Georgetown,Georgetown,TX,17,18,18,16,19,24,6,9,30,11,5,10,4,47,7,22,48,12,18,16,46,36,97,Average,Average,Average,Open-Minded,Average,52,C+,2,2,FALSE,
11738,Lance,Frieri,3,DT,Balanced,34,75,286,Bishop Sullivan Catholic,Virginia Beach,VA,13,28,19,16,17,25,2,5,3,26,3,3,4,4,33,33,44,44,17,12,32,29,64,Average,Average,Average,Prefers to play for a national championship contender,Average,73,A,2,2,FALSE,
12554,Roger,Ellis,2,TE,Blocking,27,76,250,Westlake,Austin,TX,14,21,24,10,11,18,9,9,37,19,5,4,14,38,10,34,46,11,11,10,73,41,29,Average,Average,Average,Average,Average,51,B,2,2,FALSE,
12664,Cole,Todd,2,ILB,Field General,29,72,220,Damonte Ranch,Reno,NV,10,31,7,38,22,35,3,6,6,16,6,6,5,3,26,42,24,24,7,11,56,52,74,Loves Learning,Average,Average,Prefers to play for a team with a rich history,Film Room Genius,43,C+,2,2,FALSE,
12908,D.J.,Furbush,2,FS,Man Coverage,29,72,198,Boone,Orlando,FL,13,31,10,25,45,18,10,3,4,9,4,8,8,6,22,46,8,17,10,10,56,44,43,Average,Hometown hero,Reserved,Average,Average,48,C,2,2,FALSE,
13736,Tyler,Dozier,1,K,Accuracy,24,71,205,Rainier,Rainier,OR,3,2,9,4,6,12,39,12,1,1,6,8,7,2,3,7,2,5,1,6,46,39,85,Average,Hates Tags,Average,Average,Footwork king,65,A-,2,2,FALSE,
12045,Mitch,Ryan,2,QB,Scrambler,28,75,226,Skyview,Vancouver,WA,26,24,14,13,11,20,4,7,5,8,1,7,10,6,3,69,21,12,27,26,40,57,45,Average,Average,Average,Prefers to play for a team with a rich history,Average,35,C,2,2,FALSE,
12171,L.T.,Povse,2,CB,Zone Coverage,30,70,184,Chestnut Ridge,New Paris,PA,12,34,11,40,24,18,4,6,3,7,1,1,0,7,9,45,7,11,13,14,35,33,57,Average,Average,Average,Average,Average,25,C-,2,2,FALSE,
12251,Engelb,Martin,2,DE,Balanced,27,75,280,Norfolk Academy,Norfolk,VA,12,24,15,6,14,19,3,1,5,25,2,6,10,9,30,36,26,31,11,9,24,33,64,Sits at the front in class,Average,Average,Average,Gym Rat,31,D+,2,2,FALSE,
12300,Khari,Marrero,2,WR,Possesion,30,74,184,Boca Ciega,Gulfport,FL,16,25,36,13,11,20,7,6,7,7,7,5,30,13,2,43,15,7,11,12,30,61,56,Average,Money motivated,Average,Average,Average,44,C,2,2,FALSE,
12829,Dae-Sung,Woodside,2,RB,Speed,27,71,194,Southington,Southington,CT,15,26,16,11,6,23,5,5,24,8,9,1,1,10,6,58,16,11,13,10,55,46,78,Average,Market-driven,Average,Prefers to play for a recent national championship winner,Average,54,B+,2,2,FALSE,
12928,Eric,Fields,2,OT,Balanced,32,75,288,Warren,Downey,CA,12,19,13,15,6,19,9,10,34,15,5,1,9,30,15,22,45,15,9,6,67,42,36,Never Studies,Highest bidder,Average,Multi-Sport,Film Room Genius,67,B,2,2,FALSE,
13183,Derrick,King,2,DT,Pass Rusher,27,74,286,Oklahoma Christian,Edmond,OK,13,30,11,13,14,16,4,5,6,31,4,9,5,8,28,31,27,33,8,9,49,59,76,Average,Average,Average,Average,Average,50,C+,2,2,FALSE,
13255,Joe,Smallwood,2,TE,Vertical Threat,25,74,222,Talladega,Talladega,AL,16,28,24,5,5,20,4,5,26,12,8,11,15,26,9,48,29,11,5,13,54,58,23,Average,Average,Average,Average,Average,34,C+,2,2,FALSE,
15984,Bud,Garcia,3,TE,Blocking,29,77,251,St. Charles North,St. Charles,IL,25,27,23,10,20,21,3,2,40,24,4,10,14,40,12,38,47,19,11,18,64,47,71,Average,Average,Average,Average,Average,60,A-,1,2,FALSE,
15210,Datone,Dozier,4,DE,Balanced,36,76,271,Mandarin,Jacksonville,FL,23,36,24,17,17,26,13,8,7,40,8,6,10,12,36,44,36,36,21,20,46,36,34,Naturally book smart,Average,Average,Average,Average,50,C+,1,2,FALSE,
15695,Jarell,Sandoval,3,DT,Nose Tackle,33,75,312,South Central,Winterville,NC,19,21,17,19,19,19,1,4,1,25,5,5,3,8,33,21,48,38,12,11,70,39,54,Studies hard,Average,Average,Average,Average,44,B-,1,2,FALSE,
15315,Quandre,Quintanilla,4,QB,Pocket,36,76,226,Mt. Mansfield,Jericho,VT,20,17,18,21,21,29,8,8,11,8,14,9,6,9,13,36,17,16,50,44,38,47,58,Average,Average,Average,Legacy,Average,36,C,1,2,FALSE,
15763,Goran,Cortes,3,RB,Speed,27,71,192,Choctawhatchee,Fort Walton Beach,FL,22,24,19,15,17,20,0,5,21,5,0,9,1,9,5,58,18,15,16,14,41,49,46,Average,Adversarial,Average,Average,Average,61,B-,1,2,FALSE,
15855,Zach,Almonte,3,CB,Ball Hawk,33,70,189,Timber Creek,Orlando,FL,12,37,33,37,34,21,9,1,6,9,9,1,5,5,14,44,10,15,10,19,63,50,30,Average,Championship seeking,Selfish,Prefers to play for a team with a rich history,Average,54,B,1,2,FALSE,
15913,Gordon,Gamboa,3,OT,Pass Blocking,35,77,280,Greenwood,Greenwood,SC,13,13,20,15,20,20,10,3,44,11,5,3,1,29,10,22,50,18,18,11,30,51,61,Average,Average,Paranoid,Average,Average,41,C,1,2,FALSE,
15947,Darryl,Hankins,3,OLB,Run Stopper,29,74,255,Omaha North,Omaha,NE,15,24,15,23,23,22,6,8,2,18,4,3,6,4,42,35,43,33,19,17,47,49,5,Distracted,Average,Average,Average,Average,64,B,1,2,FALSE,
16134,Dae-Ho,Garrett,3,WR,Route Runner,32,70,183,Escambia,Pensacola,FL,22,36,32,11,15,22,8,4,7,7,2,1,29,12,1,51,15,7,16,19,55,21,47,Average,Average,Average,Average,Focuses on Max Weight,20,D+,1,2,FALSE,
16469,Avery,Gonzalez,3,ILB,Run Stopper,31,75,231,C.H. Yoe,Cameron,TX,12,31,14,27,23,22,3,10,2,16,8,5,9,10,45,40,44,35,13,11,71,47,65,Wants to finish degree,Average,Motivational,Average,Average,81,A,1,2,FALSE,
16559,Jen-Ho,Decker,3,P,Accuracy,30,72,176,Brighton,Salt Lake City,UT,10,13,19,19,15,22,11,13,8,7,41,21,8,7,2,17,10,1,14,10,4,54,45,Average,Average,Average,Average,Average,38,C,1,2,FALSE,
16598,Brandon,Blue,3,OG,Pass Blocking,30,75,294,Poquoson,Poquoson,VA,10,13,12,18,14,22,2,3,37,12,8,0,8,24,12,23,43,15,10,12,53,45,20,Values academics,Average,Average,Multi-Sport,Hard-working,51,B,1,2,FALSE,
17663,Matt,McKenzie,2,SS,Man Coverage,25,70,213,Holy Trinity Episcopal,Melbourne,FL,7,26,11,21,35,16,8,2,3,3,9,9,8,4,17,44,8,16,12,7,84,40,74,Average,Wants extensions,Average,Average,Average,35,D+,1,2,FALSE,
17960,Mark,Hauschild,2,FS,Zone Coverage,27,73,191,San Jacinto,San Jacinto,CA,9,34,14,37,23,20,3,4,3,2,8,1,3,6,14,45,8,15,6,14,59,89,54,Average,Average,Average,Prefers to play in a different state,Quiet,52,C+,1,2,FALSE,
18414,Joe,Okogie,2,K,Accuracy,24,71,183,California,San Ramon,CA,6,14,14,11,14,15,37,13,7,9,5,15,3,6,1,9,3,6,14,14,53,84,49,Average,Average,Average,Prefers to play in a different state,Focuses on Max Reps,42,C,1,2,FALSE,
18524,Cam,Allen,2,C,Line Captain,26,73,295,Dutchtown,Hampton,GA,12,13,9,12,6,35,9,9,18,9,7,3,4,23,7,21,45,9,13,13,45,51,44,Studious,Average,Average,Average,Average,44,C+,1,2,FALSE,
16996,Marcell,Aldridge,2,QB,Pocket,23,75,215,Lee,Jacksonville,FL,13,7,8,11,6,17,0,1,7,4,8,10,3,5,7,23,6,11,32,33,55,59,27,Average,Average,Perfectionist,Average,Working-Class mentality,33,D+,1,2,FALSE,
17132,Kevin,Marson,2,WR,Speed,28,72,194,Clarkstown South,West Nyack,NY,13,28,25,6,14,15,3,1,4,4,10,7,21,11,10,60,6,6,13,6,21,79,66,Average,Average,Lazy,Average,Lazy,53,C+,1,2,FALSE,
17215,Deontae,Reedy,2,OG,Run Blocking,28,78,308,Greene Central,Snow Hill,NC,14,9,9,14,6,18,7,10,23,9,1,0,10,34,8,21,40,14,9,9,56,6,31,Average,Average,Average,Legacy,Complacent,66,A-,1,2,FALSE,
17253,Trevor,Fields,2,CB,Man Coverage,28,70,198,Miramar,Miramar,FL,12,32,9,27,38,15,5,5,0,3,8,0,13,10,5,39,12,12,8,5,60,53,75,Values academics,Championship seeking,Average,Average,Average,47,C+,1,2,FALSE,
17351,Derek,Cash,2,DE,Run Stopper,27,75,283,Smithson Valley,Spring Branch,TX,11,23,5,13,11,18,1,7,6,24,7,9,6,3,31,32,34,34,12,12,50,34,39,Average,Loyal,Average,Average,Skips Leg Day,52,B-,1,2,FALSE,
17565,Ronald,Alaniz,2,OT,Pass Blocking,26,75,293,Fort Myers,Fort Myers,FL,11,9,5,9,9,15,8,3,33,8,1,4,0,16,5,16,45,9,7,12,57,44,38,Average,Average,Average,Prefers to play for a team where he can start immediately,Average,41,C,1,2,FALSE,
17889,DeMarcus,Webb,2,RB,Receiving,27,70,208,Greenwood,Greenwood,SC,17,33,26,14,10,14,0,4,17,9,1,5,25,5,6,51,14,13,12,5,72,51,27,Average,Average,Average,Average,Average,64,A-,1,2,FALSE,
18199,Bentley,Dotson,2,OLB,Speed,24,73,227,Mountain View,Stafford,VA,10,26,9,22,27,15,4,2,6,7,5,7,3,9,25,54,24,35,13,12,74,63,37,Never Studies,Average,Average,Average,Average,38,C,1,2,FALSE,
85,Marcus,Poutasi,4,ILB,Field General,45,72,239,Daingerfield,Daingerfield,TX,24,43,24,49,39,53,11,11,10,22,14,12,11,6,45,52,44,49,22,16,63,12,41,Average,Average,Average,Prefers to play for an up-and-coming team,Average,42,C+,4,3,FALSE,
34,Erik,Machado,4,DE,Run Stopper,45,75,294,Westover,Albany,GA,24,37,19,21,18,36,6,5,13,40,16,6,11,15,54,48,52,50,23,17,37,47,48,Studious,I'm the starter,Average,Average,Average,33,C,4,3,FALSE,
259,Daurice,Reed,4,DE,Speed Rusher,44,76,241,Strake Jesuit,Houston,TX,24,50,21,18,19,35,14,9,8,48,18,16,13,14,37,58,43,45,16,21,77,44,60,Average,Average,Average,Average,Average,57,B,4,3,FALSE,
7,Jhan,Peters,5,RB,Power,51,72,229,Hillcrest,Simpsonville,SC,60,43,41,26,25,47,15,11,42,10,11,11,16,12,15,80,46,21,27,25,58,16,26,Average,Average,Average,Average,Average,62,A-,4,3,FALSE,
399,Pedro,Ekeler,4,WR,Speed,47,71,195,Havre de Grace,Havre de Grace,MD,34,46,43,23,25,35,18,8,17,17,13,17,39,21,12,80,33,9,22,23,58,16,41,Average,Average,Average,Average,Average,62,B+,4,3,FALSE,
439,Damon,Polanco,4,OG,Pass Blocking,49,76,285,Hasbrouck Heights,Hasbrouck Heights,NJ,22,37,16,26,20,39,7,12,58,19,8,10,10,43,11,24,57,19,22,15,34,45,67,Average,Championship seeking,Average,Average,Average,41,C+,4,3,FALSE,
522,Mike,Hamilton,3,CB,Zone Coverage,45,71,185,Paraclete,Lancaster,CA,18,48,22,61,41,30,6,8,6,6,2,5,5,6,9,60,18,22,13,19,57,33,28,Average,Money motivated,Disloyal,Average,Average,57,B+,4,3,FALSE,
623,Lucas,Hoyt,3,TE,Vertical Threat,38,75,230,Franklin,Reisterstown,MD,34,40,43,15,11,28,5,3,38,19,6,5,20,40,18,59,42,20,18,11,63,40,31,Class Clown,Average,Introvert,Prefers to play with former teammates,Average,48,C,4,3,FALSE,
1027,Owa,Muscala,3,OT,Run Blocking,43,76,306,Grossmont,El Cajon,CA,18,26,16,20,16,34,4,0,36,19,8,10,5,52,7,23,54,11,15,17,40,48,43,Average,Average,Average,Fanboy,Average,47,B-,4,3,FALSE,
1050,Ricky,Lacey,3,QB,Field General,36,75,204,St. Charles Catholic,LaPlace,LA,11,22,14,15,12,52,10,6,8,2,11,11,9,11,7,34,23,22,35,38,27,44,70,Average,Average,Average,Prefers to play for an up-and-coming team,Average,31,C,4,3,FALSE,
1115,Patrick,Holsey,3,DT,Balanced,39,75,308,River Hill,Clarksville,MD,13,38,17,17,21,28,2,9,2,38,7,7,11,10,40,31,44,43,15,19,43,74,32,Average,Drafted team discount,Sloppy,Average,Average,40,C+,4,3,FALSE,
1210,Kendall,Cunningham,3,SS,Run Stopper,40,72,203,Wallkill Valley,Hamburg,NJ,19,41,20,36,41,31,11,10,8,4,6,5,10,6,44,53,37,43,18,13,66,25,40,Average,Average,Average,Average,Center of Attention,54,B,4,3,FALSE,
1732,Kyle,Coleman,3,FS,Ball Hawk,41,72,198,West Florida,Pensacola,FL,21,45,38,42,40,29,9,6,9,7,6,8,10,7,31,62,23,34,11,17,68,44,55,Average,Average,Stoic,Prefers to play for a team with a rich history,Center of Attention,54,B,4,3,FALSE,
1797,Caleb,Moore,3,OLB,Coverage,38,73,234,Simpson Academy,Mendenhall,MS,15,38,19,41,41,28,9,5,4,29,3,3,9,3,38,47,41,49,13,14,57,32,58,Average,Average,Average,Open-Minded,Average,31,C,4,3,FALSE,
1996,Keionta,Cowser,2,FB,Blocking,33,73,249,Neuqua Valley,Naperville,IL,17,19,19,13,12,21,5,5,47,12,8,12,11,42,10,36,44,14,12,13,57,61,53,Average,Money motivated,Vindictive,Average,Film Room Genius,47,C+,4,3,FALSE,
2203,Craig,Robinson,2,P,Balanced,24,74,184,Fort Myers,Fort Myers,FL,8,15,19,9,7,27,10,11,1,8,26,23,15,1,8,9,1,5,6,14,45,39,35,Studious,Average,Tough,Prefers to play for a national championship contender,Average,47,B-,4,3,FALSE,
1288,Oswaldo,Urrutia,3,WR,Speed,45,73,192,Edna,Edna,TX,34,44,43,20,20,29,6,5,5,2,5,3,41,17,6,73,23,6,19,13,31,51,37,Average,Average,Average,Average,Average,60,B,4,3,FALSE,
1460,Ryan,Figueroa,3,RB,Power,35,71,222,Greenville,Greenville,AL,40,28,23,12,17,28,9,11,34,9,6,5,4,4,6,63,34,12,16,18,33,30,43,Average,Average,Uncooperative,Average,Average,38,C+,4,3,FALSE,
1564,Kent,Thurman,3,OT,Pass Blocking,43,76,302,Bishop Lynch,Dallas,TX,20,28,19,11,22,33,11,11,49,21,4,9,12,38,13,23,54,22,18,12,65,33,23,Naturally book smart,Average,Average,Average,Loud,57,B+,4,3,FALSE,
1710,David,Murray,3,CB,Man Coverage,44,71,198,Cardinal Newman,Santa Rosa,CA,21,45,15,40,58,31,7,11,10,6,9,1,18,11,12,61,18,20,12,13,71,54,48,Average,Loyal,Average,Average,Average,52,B,4,3,FALSE,
2317,Nolan,Knebel,2,QB,Balanced,34,73,201,Richlands,Richlands,VA,14,23,9,17,12,23,1,4,8,3,6,3,3,4,2,43,19,7,42,44,25,58,29,Average,Average,Frail,Average,Average,41,C,4,3,FALSE,
2376,Joe,Johnson,2,DT,Pass Rusher,30,74,283,Plantation,Plantation,FL,14,37,17,12,15,20,8,6,4,33,2,3,5,6,24,31,36,37,11,5,59,55,69,Frequent visits to the principal,Average,Average,Prefers to be close to home,Average,47,C+,4,3,FALSE,
2467,Donnie,Marisnick,2,OLB,Speed,35,75,223,Kingsburg,Kingsburg,CA,15,34,8,33,34,29,3,8,5,20,9,7,10,3,33,65,32,44,6,11,39,62,12,Average,Average,Average,Average,Average,56,C+,4,3,FALSE,
